instruction_category,images,images_blip2_captions,instruction,reference_output
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/588_irfl_idiom_cart-blog.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/589_irfl_idiom_bcfeatured205.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/590_irfl_idiom_caminar_pie_1.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/591_irfl_idiom_zc8bs0h.jpg""]","[""a black and white photo of a horse pulling a buggy"", ""a man is putting his hand into his pants pocket"", ""a close up of a woman's feet running on a road"", ""an illustration of a girl walking in the rain""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: drag your feet",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/592_irfl_idiom_violets.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/593_irfl_idiom_550px-nowatermark-do-a-basic-sleight-of-hand-magic-trick-step-2-version-5.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/594_irfl_idiom_shy-introvert-struggles.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/595_irfl_idiom_violet-292367_1920.jpg""]","[""purple pansies in a garden with green leaves"", ""a person's hand holding a small coin with a green arrow"", ""a woman holding her hands up in front of her face"", ""a bunch of purple flowers are growing in the grass""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: shrinking violet",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/596_irfl_idiom_down-the-tubes-jumping-500x375.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/597_irfl_idiom_nirbhasa-magee-transcendence-race_s.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/598_irfl_idiom_-800-0-5ffef25956eca.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/599_irfl_idiom_stuffed.jpg""]","[""a set of colored pins on a black board"", ""a man in a blue shirt and shorts walking down a sidewalk"", ""a woman laying down on a table next to a can of soda"", ""a woman holding a paper bag with a sandwich and coffee""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: on a full stomach",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/600_irfl_idiom_170515_ph3.11309.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/601_irfl_idiom_bought-not-sold-marketing-and-selling-to-digitally-empowered-business-cus-16_9.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/602_irfl_idiom_water-under-the-bridge-e1533120490983.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/603_irfl_idiom_hands-20333_1920.jpg""]","[""a person handing over a set of keys to another person"", ""a person is typing on a laptop with a horse on it"", ""a stone arch bridge over a body of water"", ""two hands holding a piece of jigsaw puzzle""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: change hands",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/604_irfl_idiom_tree+stakes.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/605_irfl_idiom_a73.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/606_irfl_idiom_170515_ph3.11309.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/607_irfl_idiom_r254439_1050265.jpg""]","[""a row of trees planted in a grassy area"", ""pinkie pie is standing in front of a mirror"", ""a person handing over a set of keys to another person"", ""a man's hand pointing at a dumbbell""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: lift a finger",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/608_irfl_idiom_a-blunt-and-outspoken-friend-is-the-best-friend-you-could-ever-have-2.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/609_irfl_idiom_r254439_1050265.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/610_irfl_idiom_41051319810_18df36455e_b.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/611_irfl_idiom_mental-illness-pain-blog-main-image.jpg""]","[""two blonde girls posing for a picture on the street"", ""a man's hand pointing at a dumbbell"", ""two birds are standing on a metal pole"", ""a woman having her neck massaged by a man""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: ruffle someone's feathers",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/612_irfl_idiom_quantum-field-theory_infinity_1200_social.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/613_irfl_idiom_im_lion.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/614_irfl_idiom_beard-the-lion-6034.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/615_irfl_idiom_not_lion.jpg""]","[""a digital painting of a futuristic scene"", ""a group of soldiers in camouflage standing in the snow"", ""a collage of pictures with a lion and a man with a beard"", ""a woman laying on a yoga mat in the grass""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: beard the lion in his den",
irfl_idiom,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/616_irfl_idiom_samurai_and_servant.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/617_irfl_idiom_thumb_280_186_3_10.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/618_irfl_idiom_what-to-think-about-to-fall-asleep-1600x900.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/619_irfl_idiom_sheep.jpg""]","[""two men in traditional japanese clothing are standing next to each other"", ""two sheep are standing in a green field"", ""a young boy sleeping next to a stuffed teddy bear"", ""sheep jumping over hurdles vector art illustration""]","Given four images (Image 1, Image 2, Image 3, Image 4), which of them best conveys the meaning of the following idiom: count sheep",
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/620_nlvr2_test1-223-3-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/621_nlvr2_test1-223-3-img1.png""]","[""a bottle of beer with a red lid"", ""a set of three beer bottles with different designs""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There are exactly 2 bottles in one image, and exactly 3 in the other.",Yes
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/622_nlvr2_test1-152-0-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/623_nlvr2_test1-152-0-img1.png""]","[""a pair of knitted mittens on a table"", ""a purple knitted mitten on a white background""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There is at least three mittens in the left image.",Yes
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/624_nlvr2_test1-210-3-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/625_nlvr2_test1-210-3-img1.png""]","[""a chef in a white chef's hat is holding up noodles"", ""a man in a white apron""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: A person is stretching the dough in the air in each of the images.",Yes
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/626_nlvr2_test1-1017-2-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/627_nlvr2_test1-1017-2-img1.png""]","[""a living room with a sliding glass door"", ""a dining room with a sliding glass door""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: In at least one image there are two closed window doors.",No
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/628_nlvr2_test1-824-1-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/629_nlvr2_test1-824-1-img1.png""]","[""a smartphone with an image of a star on the screen"", ""a phone connected to a cell phone with a charging dock""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There is a total of two phones.",No
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/630_nlvr2_test1-230-1-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/631_nlvr2_test1-230-1-img1.png""]","[""three octopus mugs sitting on a table"", ""an octopus shaped coffee mug on a gray surface""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There is a red octopus.",Yes
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/632_nlvr2_test1-218-3-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/633_nlvr2_test1-218-3-img1.png""]","[""two small chihuahuas sitting on a couch with a pink heart pillow"", ""a small white chihuahua wearing a pink dress""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: None of the dogs in these images are wearing clothing.",No
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/634_nlvr2_test1-135-0-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/635_nlvr2_test1-135-0-img1.png""]","[""an antelope with long horns standing in a field"", ""a man posing with an antelope in the desert""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There are two antelopes in total.",Yes
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/636_nlvr2_test1-118-0-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/637_nlvr2_test1-118-0-img1.png""]","[""a female doctor holding a syool in her hand"", ""a little girl holding a syringe stock photo""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: Both doctors are women, and holding syringes.",Yes
nlvr2,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/638_nlvr2_test1-223-3-img0.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/639_nlvr2_test1-223-3-img1.png""]","[""a bottle of beer with a red lid"", ""a set of three beer bottles with different designs""]","In this task you will be provided with two individual images i.e., BEFORE and AFTER. Please study them carefully and Answer the following question: There is a road in front of the building at the bottom of the picture in the AFTER image.",No
